,Year,Genre,North America,Europe,Japan,Rest of World,Global,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
213,0.9975272007912958,1,0.03,0.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.0
214,0.993570722057369,0,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.0,0.02,0.16
215,0.9975272007912958,1,0.45,0.67,0.0,0.22,1.33,0.0,0.0,0.0,0.0,0.0
216,0.9930761622156281,0,0.0,0.0,0.0,0.0,0.0,2.04,1.02,0.0,0.32,3.38
217,0.0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.01,0.07
218,0.9970326409495549,0,0.0,0.0,0.0,0.0,0.0,0.37,0.58,0.0,0.18,1.13
219,0.9881305637982196,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.04,0.59
220,0.9896142433234422,0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.04
221,0.9970326409495549,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02
222,0.9896142433234422,1,0.0,0.0,0.0,0.0,0.0,0.41,0.19,0.0,0.03,0.63
223,0.993570722057369,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03
224,0.993570722057369,1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.01,0.12
225,0.996538081107814,1,0.0,0.0,0.0,0.0,0.0,0.57,0.06,0.0,0.14,0.78
226,0.9960435212660732,0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.0,0.03,0.15
227,0.9881305637982196,0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.04
228,0.9910979228486647,0,0.0,0.0,0.0,0.0,0.0,0.82,0.26,0.0,0.04,1.12
229,0.9970326409495549,1,0.0,0.0,0.0,0.0,0.0,0.24,0.14,0.0,0.04,0.41
230,0.9940652818991098,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05
231,0.996538081107814,0,0.97,1.15,0.5,0.42,3.04,0.0,0.0,0.0,0.0,0.0
232,0.9930761622156281,0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.0,0.01,0.13
233,0.9886251236399605,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09
234,0.993570722057369,0,0.0,0.0,0.0,0.0,0.0,0.17,0.03,0.0,0.02,0.22
235,0.9945598417408507,0,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.29,0.06,0.57
236,0.996538081107814,0,0.0,0.0,0.0,0.0,0.0,0.24,0.37,0.0,0.12,0.73
237,0.990108803165183,1,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.02
238,0.9970326409495549,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,0.9955489614243324,0,0.0,0.0,0.0,0.0,0.0,0.83,0.43,0.0,0.13,1.38
240,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,0.9925816023738873,1,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.04,0.52
242,0.9955489614243324,1,0.19,0.02,0.0,0.02,0.24,0.0,0.0,0.0,0.0,0.0
243,0.9910979228486647,1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.63,0.33,1.96
244,0.993570722057369,0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.0,0.01,0.09
245,0.9970326409495549,0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.0,0.01,0.12
246,0.9950544015825915,0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.02,0.67
247,0.9940652818991098,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.03
248,0.9940652818991098,0,0.0,0.0,0.0,0.0,0.0,0.11,0.01,0.0,0.01,0.12
249,0.9955489614243324,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04
250,0.9975272007912958,0,0.03,0.01,0.0,0.01,0.06,0.0,0.0,0.0,0.0,0.0
251,0.993570722057369,1,0.0,0.0,0.0,0.0,0.0,0.5,0.08,0.0,0.08,0.66
252,0.990108803165183,1,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.0,0.04
253,0.9876360039564788,0,0.0,0.0,0.0,0.0,0.0,0.13,0.09,0.0,0.02,0.24
254,0.993570722057369,1,0.0,0.0,0.0,0.0,0.0,0.13,0.03,0.0,0.01,0.18
255,0.9960435212660732,1,0.0,0.0,0.0,0.0,0.0,0.21,0.09,0.0,0.06,0.36
256,0.9915924826904056,0,0.0,0.0,0.0,0.0,0.0,0.43,0.34,0.0,0.11,0.88
257,0.9910979228486647,0,0.0,0.0,0.0,0.0,0.0,0.31,0.12,0.0,0.01,0.44
258,0.9925816023738873,0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.02,0.24
259,0.9950544015825915,0,0.0,0.0,0.0,0.0,0.0,0.06,0.2,0.0,0.03,0.29
260,0.9876360039564788,0,0.0,0.0,0.0,0.0,0.0,0.79,1.35,0.04,0.14,2.32
